image_path,class_name,label,split
data/raw\Healthy\healthy_00862.jpg,Healthy,0,train
data/raw\TeaRedScab\red_spider_00391.jpg,TeaRedScab,3,train
data/raw\TeaRedLeafSpot\Healthy_228.jpg,TeaRedLeafSpot,2,train
data/raw\Healthy\healthy_00073.jpg,Healthy,0,train
data/raw\TeaLeafBlight\Healthy_115.jpg,TeaLeafBlight,1,train
data/raw\TeaRedScab\red_spider_00135.jpg,TeaRedScab,3,train
data/raw\Healthy\healthy_00339.jpg,Healthy,0,train
data/raw\TeaRedScab\red_spider_00382.jpg,TeaRedScab,3,train
data/raw\TeaRedScab\red_spider_00099.jpg,TeaRedScab,3,train
data/raw\Healthy\healthy_00232.jpg,Healthy,0,train
data/raw\TeaLeafBlight\Healthy_308.jpg,TeaLeafBlight,1,train
data/raw\Healthy\healthy_00396.jpg,Healthy,0,train
data/raw\TeaRedLeafSpot\Healthy_487.jpg,TeaRedLeafSpot,2,train
data/raw\TeaRedLeafSpot\Healthy_416.jpg,TeaRedLeafSpot,2,train
data/raw\TeaRedScab\red_spider_00424.jpg,TeaRedScab,3,train
data/raw\TeaRedScab\red_spider_00242.jpg,TeaRedScab,3,train
data/raw\TeaLeafBlight\Healthy_137.jpg,TeaLeafBlight,1,train
data/raw\Healthy\healthy_00757.jpg,Healthy,0,train
data/raw\TeaRedLeafSpot\Healthy_325.jpg,TeaRedLeafSpot,2,train
data/raw\Healthy\healthy_00630.jpg,Healthy,0,train
data/raw\TeaRedLeafSpot\Healthy_184.jpg,TeaRedLeafSpot,2,train
data/raw\Healthy\healthy_00534.jpg,Healthy,0,train
data/raw\TeaRedLeafSpot\Healthy_297.jpg,TeaRedLeafSpot,2,train
data/raw\Healthy\healthy_00004.jpg,Healthy,0,train
data/raw\Healthy\healthy_00133.jpg,Healthy,0,train
data/raw\TeaRedLeafSpot\Healthy_472.jpg,TeaRedLeafSpot,2,train
data/raw\Healthy\healthy_00689.jpg,Healthy,0,train
data/raw\Healthy\healthy_00524.jpg,Healthy,0,train
data/raw\Healthy\healthy_00275.jpg,Healthy,0,train
data/raw\TeaRedLeafSpot\Healthy_318.jpg,TeaRedLeafSpot,2,train
data/raw\TeaRedScab\red_spider_00301.jpg,TeaRedScab,3,train
data/raw\Healthy\healthy_00451.jpg,Healthy,0,train
data/raw\TeaRedLeafSpot\Healthy_189.jpg,TeaRedLeafSpot,2,train
data/raw\Healthy\healthy_00571.jpg,Healthy,0,train
data/raw\TeaLeafBlight\Healthy_8.jpg,TeaLeafBlight,1,train
data/raw\Healthy\healthy_00637.jpg,Healthy,0,train
data/raw\TeaRedLeafSpot\Healthy_360.jpg,TeaRedLeafSpot,2,train
data/raw\TeaRedLeafSpot\Healthy_275.jpg,TeaRedLeafSpot,2,train
data/raw\TeaLeafBlight\Healthy_197.jpg,TeaLeafBlight,1,train
data/raw\Healthy\healthy_00149.jpg,Healthy,0,train
data/raw\Healthy\healthy_00292.jpg,Healthy,0,train
data/raw\Healthy\healthy_00535.jpg,Healthy,0,train
data/raw\TeaRedScab\red_spider_00403.jpg,TeaRedScab,3,train
data/raw\TeaRedScab\red_spider_00195.jpg,TeaRedScab,3,train
data/raw\Healthy\healthy_00519.jpg,Healthy,0,train
data/raw\TeaLeafBlight\Healthy_263.jpg,TeaLeafBlight,1,train
data/raw\Healthy\healthy_00793.jpg,Healthy,0,train
data/raw\TeaLeafBlight\Healthy_285.jpg,TeaLeafBlight,1,train
data/raw\TeaRedLeafSpot\Healthy_178.jpg,TeaRedLeafSpot,2,train
data/raw\Healthy\healthy_00255.jpg,Healthy,0,train
data/raw\TeaRedLeafSpot\Healthy_223.jpg,TeaRedLeafSpot,2,train
data/raw\TeaRedScab\red_spider_00085.jpg,TeaRedScab,3,train
data/raw\TeaRedScab\red_spider_00460.jpg,TeaRedScab,3,train
data/raw\Healthy\healthy_00900.jpg,Healthy,0,train
data/raw\TeaRedLeafSpot\Healthy_336.jpg,TeaRedLeafSpot,2,train
data/raw\TeaRedScab\red_spider_00253.jpg,TeaRedScab,3,train
data/raw\TeaLeafBlight\Healthy_321.jpg,TeaLeafBlight,1,train
data/raw\Healthy\healthy_00200.jpg,Healthy,0,train
data/raw\Healthy\healthy_00513.jpg,Healthy,0,train
data/raw\TeaRedLeafSpot\Healthy_118.jpg,TeaRedLeafSpot,2,train
data/raw\TeaRedLeafSpot\Healthy_543.jpg,TeaRedLeafSpot,2,train
data/raw\TeaLeafBlight\Healthy_88.jpg,TeaLeafBlight,1,train
data/raw\TeaRedScab\red_spider_00060.jpg,TeaRedScab,3,train
data/raw\Healthy\healthy_00058.jpg,Healthy,0,train
data/raw\TeaRedScab\red_spider_00142.jpg,TeaRedScab,3,train
data/raw\Healthy\healthy_00425.jpg,Healthy,0,train
data/raw\TeaLeafBlight\Healthy_378.jpg,TeaLeafBlight,1,train
data/raw\TeaRedLeafSpot\Healthy_419.jpg,TeaRedLeafSpot,2,train
data/raw\Healthy\healthy_00282.jpg,Healthy,0,train
data/raw\Healthy\healthy_00520.jpg,Healthy,0,train
data/raw\TeaLeafBlight\Healthy_448.jpg,TeaLeafBlight,1,train
data/raw\TeaLeafBlight\Healthy_493.jpg,TeaLeafBlight,1,train
data/raw\TeaRedScab\red_spider_00070.jpg,TeaRedScab,3,train
data/raw\TeaRedScab\red_spider_00423.jpg,TeaRedScab,3,train
data/raw\Healthy\healthy_00751.jpg,Healthy,0,train
data/raw\TeaLeafBlight\Healthy_55.jpg,TeaLeafBlight,1,train
data/raw\TeaRedLeafSpot\Healthy_357.jpg,TeaRedLeafSpot,2,train
data/raw\TeaLeafBlight\Healthy_425.jpg,TeaLeafBlight,1,train
data/raw\Healthy\healthy_00007.jpg,Healthy,0,train
data/raw\TeaRedLeafSpot\Healthy_557.jpg,TeaRedLeafSpot,2,train
data/raw\Healthy\healthy_00500.jpg,Healthy,0,train
data/raw\TeaRedScab\red_spider_00013.jpg,TeaRedScab,3,train
data/raw\TeaLeafBlight\Healthy_68.jpg,TeaLeafBlight,1,train
data/raw\TeaLeafBlight\Healthy_113.jpg,TeaLeafBlight,1,train
data/raw\Healthy\healthy_00016.jpg,Healthy,0,train
data/raw\Healthy\healthy_00910.jpg,Healthy,0,train
data/raw\Healthy\healthy_00605.jpg,Healthy,0,train
data/raw\TeaLeafBlight\Healthy_441.jpg,TeaLeafBlight,1,train
data/raw\TeaRedLeafSpot\Healthy_422.jpg,TeaRedLeafSpot,2,train
data/raw\TeaLeafBlight\Healthy_27.jpg,TeaLeafBlight,1,train
data/raw\Healthy\healthy_00224.jpg,Healthy,0,train
data/raw\TeaLeafBlight\Healthy_336.jpg,TeaLeafBlight,1,train
data/raw\TeaRedScab\red_spider_00339.jpg,TeaRedScab,3,train
data/raw\Healthy\healthy_00216.jpg,Healthy,0,train
data/raw\Healthy\healthy_00729.jpg,Healthy,0,train
data/raw\TeaLeafBlight\Healthy_90.jpg,TeaLeafBlight,1,train
data/raw\TeaRedLeafSpot\Healthy_415.jpg,TeaRedLeafSpot,2,train
data/raw\TeaRedScab\red_spider_00218.jpg,TeaRedScab,3,train
data/raw\Healthy\healthy_00867.jpg,Healthy,0,train
data/raw\TeaLeafBlight\Healthy_172.jpg,TeaLeafBlight,1,train
data/raw\Healthy\healthy_00080.jpg,Healthy,0,train
data/raw\Healthy\healthy_00614.jpg,Healthy,0,train
data/raw\TeaLeafBlight\Healthy_283.jpg,TeaLeafBlight,1,train
data/raw\Healthy\healthy_00579.jpg,Healthy,0,train
data/raw\TeaRedScab\red_spider_00229.jpg,TeaRedScab,3,train
data/raw\TeaLeafBlight\Healthy_499.jpg,TeaLeafBlight,1,train
data/raw\TeaLeafBlight\Healthy_313.jpg,TeaLeafBlight,1,train
data/raw\Healthy\healthy_00645.jpg,Healthy,0,train
data/raw\TeaRedLeafSpot\Healthy_52.jpg,TeaRedLeafSpot,2,train
data/raw\TeaRedScab\red_spider_00435.jpg,TeaRedScab,3,train
data/raw\Healthy\healthy_00604.jpg,Healthy,0,train
data/raw\Healthy\healthy_00747.jpg,Healthy,0,train
data/raw\TeaRedScab\red_spider_00466.jpg,TeaRedScab,3,train
data/raw\Healthy\healthy_00127.jpg,Healthy,0,train
data/raw\TeaRedScab\red_spider_00433.jpg,TeaRedScab,3,train
data/raw\TeaRedScab\red_spider_00282.jpg,TeaRedScab,3,train
data/raw\TeaLeafBlight\Healthy_34.jpg,TeaLeafBlight,1,train
data/raw\TeaRedLeafSpot\Healthy_330.jpg,TeaRedLeafSpot,2,train
data/raw\TeaLeafBlight\Healthy_131.jpg,TeaLeafBlight,1,train
data/raw\TeaLeafBlight\Healthy_232.jpg,TeaLeafBlight,1,train
data/raw\Healthy\healthy_00926.jpg,Healthy,0,train
data/raw\TeaRedLeafSpot\Healthy_165.jpg,TeaRedLeafSpot,2,train
data/raw\TeaRedLeafSpot\Healthy_121.jpg,TeaRedLeafSpot,2,train
data/raw\Healthy\healthy_00176.jpg,Healthy,0,train
data/raw\Healthy\healthy_00898.jpg,Healthy,0,train
data/raw\Healthy\healthy_00479.jpg,Healthy,0,train
data/raw\TeaLeafBlight\Healthy_149.jpg,TeaLeafBlight,1,train
data/raw\Healthy\healthy_00452.jpg,Healthy,0,train
data/raw\Healthy\healthy_00771.jpg,Healthy,0,train
data/raw\Healthy\healthy_00197.jpg,Healthy,0,train
data/raw\Healthy\healthy_00156.jpg,Healthy,0,train
data/raw\TeaRedScab\red_spider_00006.jpg,TeaRedScab,3,train
data/raw\TeaLeafBlight\Healthy_274.jpg,TeaLeafBlight,1,train
data/raw\Healthy\healthy_00371.jpg,Healthy,0,train
data/raw\Healthy\healthy_00119.jpg,Healthy,0,train
data/raw\Healthy\healthy_00418.jpg,Healthy,0,train
data/raw\TeaRedScab\red_spider_00278.jpg,TeaRedScab,3,train
data/raw\TeaLeafBlight\Healthy_105.jpg,TeaLeafBlight,1,train
data/raw\TeaRedLeafSpot\Healthy_249.jpg,TeaRedLeafSpot,2,train
data/raw\TeaRedScab\red_spider_00300.jpg,TeaRedScab,3,train
data/raw\Healthy\healthy_00246.jpg,Healthy,0,train
data/raw\TeaRedScab\red_spider_00248.jpg,TeaRedScab,3,train
data/raw\Healthy\healthy_00341.jpg,Healthy,0,train
data/raw\TeaLeafBlight\Healthy_372.jpg,TeaLeafBlight,1,train
data/raw\TeaRedScab\red_spider_00018.jpg,TeaRedScab,3,train
data/raw\TeaRedLeafSpot\Healthy_540.jpg,TeaRedLeafSpot,2,train
data/raw\Healthy\healthy_00194.jpg,Healthy,0,train
data/raw\TeaRedLeafSpot\Healthy_41.jpg,TeaRedLeafSpot,2,train
data/raw\TeaRedScab\red_spider_00038.jpg,TeaRedScab,3,train
data/raw\TeaRedLeafSpot\Healthy_15.jpg,TeaRedLeafSpot,2,train
data/raw\Healthy\healthy_00606.jpg,Healthy,0,train
data/raw\TeaLeafBlight\Healthy_330.jpg,TeaLeafBlight,1,train
data/raw\TeaLeafBlight\Healthy_506.jpg,TeaLeafBlight,1,train
data/raw\TeaRedScab\red_spider_00450.jpg,TeaRedScab,3,train
data/raw\TeaRedScab\red_spider_00240.jpg,TeaRedScab,3,train
data/raw\TeaLeafBlight\Healthy_17.jpg,TeaLeafBlight,1,train
data/raw\Healthy\healthy_00276.jpg,Healthy,0,train
data/raw\TeaRedLeafSpot\Healthy_427.jpg,TeaRedLeafSpot,2,train
data/raw\TeaLeafBlight\Healthy_60.jpg,TeaLeafBlight,1,train
data/raw\TeaRedScab\red_spider_00164.jpg,TeaRedScab,3,train
data/raw\Healthy\healthy_00322.jpg,Healthy,0,train
data/raw\TeaRedLeafSpot\Healthy_74.jpg,TeaRedLeafSpot,2,train
data/raw\TeaRedScab\red_spider_00251.jpg,TeaRedScab,3,train
data/raw\Healthy\healthy_00811.jpg,Healthy,0,train
data/raw\Healthy\healthy_00357.jpg,Healthy,0,train
data/raw\Healthy\healthy_00718.jpg,Healthy,0,train
data/raw\TeaRedScab\red_spider_00487.jpg,TeaRedScab,3,train
data/raw\Healthy\healthy_00544.jpg,Healthy,0,train
data/raw\TeaRedScab\red_spider_00148.jpg,TeaRedScab,3,train
data/raw\TeaRedLeafSpot\Healthy_363.jpg,TeaRedLeafSpot,2,train
data/raw\TeaRedLeafSpot\Healthy_350.jpg,TeaRedLeafSpot,2,train
data/raw\Healthy\healthy_00546.jpg,Healthy,0,train
data/raw\TeaRedLeafSpot\Healthy_84.jpg,TeaRedLeafSpot,2,train
data/raw\TeaLeafBlight\Healthy_165.jpg,TeaLeafBlight,1,train
data/raw\TeaRedLeafSpot\Healthy_72.jpg,TeaRedLeafSpot,2,train
data/raw\TeaRedLeafSpot\Healthy_82.jpg,TeaRedLeafSpot,2,train
data/raw\TeaLeafBlight\Healthy_85.jpg,TeaLeafBlight,1,train
data/raw\TeaRedScab\red_spider_00476.jpg,TeaRedScab,3,train
data/raw\TeaLeafBlight\Healthy_225.jpg,TeaLeafBlight,1,train
data/raw\TeaLeafBlight\Healthy_265.jpg,TeaLeafBlight,1,train
data/raw\TeaLeafBlight\Healthy_302.jpg,TeaLeafBlight,1,train
data/raw\TeaRedLeafSpot\Healthy_519.jpg,TeaRedLeafSpot,2,train
data/raw\TeaRedScab\red_spider_00375.jpg,TeaRedScab,3,train
data/raw\TeaRedScab\red_spider_00383.jpg,TeaRedScab,3,train
data/raw\TeaRedScab\red_spider_00087.jpg,TeaRedScab,3,train
data/raw\Healthy\healthy_00110.jpg,Healthy,0,train
data/raw\Healthy\healthy_00293.jpg,Healthy,0,train
data/raw\TeaRedLeafSpot\Healthy_104.jpg,TeaRedLeafSpot,2,train
data/raw\TeaRedLeafSpot\Healthy_101.jpg,TeaRedLeafSpot,2,train
data/raw\TeaRedScab\red_spider_00359.jpg,TeaRedScab,3,train
data/raw\TeaRedLeafSpot\Healthy_435.jpg,TeaRedLeafSpot,2,train
data/raw\TeaRedLeafSpot\Healthy_88.jpg,TeaRedLeafSpot,2,train
data/raw\Healthy\healthy_00064.jpg,Healthy,0,train
data/raw\TeaRedScab\red_spider_00342.jpg,TeaRedScab,3,train
data/raw\TeaLeafBlight\Healthy_449.jpg,TeaLeafBlight,1,train
data/raw\TeaLeafBlight\Healthy_56.jpg,TeaLeafBlight,1,train
data/raw\Healthy\healthy_00423.jpg,Healthy,0,train
data/raw\TeaRedScab\red_spider_00198.jpg,TeaRedScab,3,train
data/raw\Healthy\healthy_00266.jpg,Healthy,0,train
data/raw\TeaLeafBlight\Healthy_216.jpg,TeaLeafBlight,1,train
data/raw\Healthy\healthy_00786.jpg,Healthy,0,train
data/raw\TeaRedLeafSpot\Healthy_321.jpg,TeaRedLeafSpot,2,train
data/raw\TeaLeafBlight\Healthy_323.jpg,TeaLeafBlight,1,train
data/raw\TeaRedLeafSpot\Healthy_326.jpg,TeaRedLeafSpot,2,train
data/raw\TeaRedLeafSpot\Healthy_502.jpg,TeaRedLeafSpot,2,train
data/raw\TeaRedLeafSpot\Healthy_463.jpg,TeaRedLeafSpot,2,train
data/raw\Healthy\healthy_00820.jpg,Healthy,0,train
data/raw\TeaLeafBlight\Healthy_483.jpg,TeaLeafBlight,1,train
data/raw\TeaRedLeafSpot\Healthy_349.jpg,TeaRedLeafSpot,2,train
data/raw\Healthy\healthy_00804.jpg,Healthy,0,train
data/raw\TeaRedLeafSpot\Healthy_316.jpg,TeaRedLeafSpot,2,train
data/raw\Healthy\healthy_00273.jpg,Healthy,0,train
data/raw\TeaRedScab\red_spider_00363.jpg,TeaRedScab,3,train
data/raw\Healthy\healthy_00656.jpg,Healthy,0,train
data/raw\TeaRedScab\red_spider_00129.jpg,TeaRedScab,3,train
data/raw\Healthy\healthy_00652.jpg,Healthy,0,train
data/raw\TeaRedScab\red_spider_00368.jpg,TeaRedScab,3,train
data/raw\TeaRedScab\red_spider_00153.jpg,TeaRedScab,3,train
data/raw\TeaRedScab\red_spider_00264.jpg,TeaRedScab,3,train
data/raw\TeaLeafBlight\Healthy_494.jpg,TeaLeafBlight,1,train
data/raw\Healthy\healthy_00589.jpg,Healthy,0,train
data/raw\TeaRedLeafSpot\Healthy_167.jpg,TeaRedLeafSpot,2,train
data/raw\Healthy\healthy_00369.jpg,Healthy,0,train
data/raw\Healthy\healthy_00864.jpg,Healthy,0,train
data/raw\Healthy\healthy_00879.jpg,Healthy,0,train
data/raw\TeaRedLeafSpot\Healthy_48.jpg,TeaRedLeafSpot,2,train
data/raw\TeaLeafBlight\Healthy_349.jpg,TeaLeafBlight,1,train
data/raw\TeaRedLeafSpot\Healthy_64.jpg,TeaRedLeafSpot,2,train
data/raw\TeaLeafBlight\Healthy_472.jpg,TeaLeafBlight,1,train
data/raw\Healthy\healthy_00177.jpg,Healthy,0,train
data/raw\TeaLeafBlight\Healthy_476.jpg,TeaLeafBlight,1,train
data/raw\TeaRedLeafSpot\Healthy_56.jpg,TeaRedLeafSpot,2,train
data/raw\TeaRedLeafSpot\Healthy_136.jpg,TeaRedLeafSpot,2,train
data/raw\TeaLeafBlight\Healthy_299.jpg,TeaLeafBlight,1,train
data/raw\TeaRedLeafSpot\Healthy_246.jpg,TeaRedLeafSpot,2,train
data/raw\Healthy\healthy_00265.jpg,Healthy,0,train
data/raw\Healthy\healthy_00805.jpg,Healthy,0,train
data/raw\Healthy\healthy_00143.jpg,Healthy,0,train
data/raw\TeaRedLeafSpot\Healthy_464.jpg,TeaRedLeafSpot,2,train
data/raw\TeaLeafBlight\Healthy_30.jpg,TeaLeafBlight,1,train
data/raw\TeaLeafBlight\Healthy_301.jpg,TeaLeafBlight,1,train
data/raw\Healthy\healthy_00536.jpg,Healthy,0,train
data/raw\TeaRedLeafSpot\Healthy_294.jpg,TeaRedLeafSpot,2,train
data/raw\TeaLeafBlight\Healthy_185.jpg,TeaLeafBlight,1,train
data/raw\Healthy\healthy_00552.jpg,Healthy,0,train
data/raw\Healthy\healthy_00803.jpg,Healthy,0,train
data/raw\TeaRedLeafSpot\Healthy_129.jpg,TeaRedLeafSpot,2,train
data/raw\TeaRedLeafSpot\Healthy_63.jpg,TeaRedLeafSpot,2,train
data/raw\TeaRedScab\red_spider_00438.jpg,TeaRedScab,3,train
data/raw\Healthy\healthy_00383.jpg,Healthy,0,train
data/raw\TeaLeafBlight\Healthy_272.jpg,TeaLeafBlight,1,train
data/raw\Healthy\healthy_00763.jpg,Healthy,0,train
data/raw\TeaRedLeafSpot\Healthy_142.jpg,TeaRedLeafSpot,2,train
data/raw\TeaRedLeafSpot\Healthy_233.jpg,TeaRedLeafSpot,2,train
data/raw\Healthy\healthy_00834.jpg,Healthy,0,train
data/raw\TeaLeafBlight\Healthy_436.jpg,TeaLeafBlight,1,train
data/raw\TeaRedScab\red_spider_00143.jpg,TeaRedScab,3,train
data/raw\Healthy\healthy_00818.jpg,Healthy,0,train
data/raw\TeaRedLeafSpot\Healthy_158.jpg,TeaRedLeafSpot,2,train
data/raw\TeaLeafBlight\Healthy_239.jpg,TeaLeafBlight,1,train
data/raw\TeaRedLeafSpot\Healthy_283.jpg,TeaRedLeafSpot,2,train
data/raw\Healthy\healthy_00889.jpg,Healthy,0,train
data/raw\TeaLeafBlight\Healthy_72.jpg,TeaLeafBlight,1,train
data/raw\Healthy\healthy_00738.jpg,Healthy,0,train
data/raw\TeaRedScab\red_spider_00036.jpg,TeaRedScab,3,train
data/raw\TeaRedLeafSpot\Healthy_374.jpg,TeaRedLeafSpot,2,train
data/raw\TeaRedLeafSpot\Healthy_61.jpg,TeaRedLeafSpot,2,train
data/raw\Healthy\healthy_00836.jpg,Healthy,0,train
data/raw\TeaRedScab\red_spider_00126.jpg,TeaRedScab,3,train
data/raw\TeaLeafBlight\Healthy_432.jpg,TeaLeafBlight,1,train
data/raw\TeaRedLeafSpot\Healthy_204.jpg,TeaRedLeafSpot,2,train
data/raw\TeaLeafBlight\Healthy_424.jpg,TeaLeafBlight,1,train
data/raw\TeaRedLeafSpot\Healthy_423.jpg,TeaRedLeafSpot,2,train
data/raw\TeaRedScab\red_spider_00154.jpg,TeaRedScab,3,train
data/raw\Healthy\healthy_00723.jpg,Healthy,0,train
data/raw\TeaRedLeafSpot\Healthy_451.jpg,TeaRedLeafSpot,2,train
data/raw\Healthy\healthy_00585.jpg,Healthy,0,train
data/raw\Healthy\healthy_00121.jpg,Healthy,0,train
data/raw\TeaRedScab\red_spider_00418.jpg,TeaRedScab,3,train
data/raw\Healthy\healthy_00603.jpg,Healthy,0,train
data/raw\TeaRedLeafSpot\Healthy_532.jpg,TeaRedLeafSpot,2,train
data/raw\Healthy\healthy_00249.jpg,Healthy,0,train
data/raw\TeaLeafBlight\Healthy_291.jpg,TeaLeafBlight,1,train
data/raw\TeaLeafBlight\Healthy_495.jpg,TeaLeafBlight,1,train
data/raw\TeaRedScab\red_spider_00481.jpg,TeaRedScab,3,train
data/raw\Healthy\healthy_00094.jpg,Healthy,0,train
data/raw\TeaLeafBlight\Healthy_213.jpg,TeaLeafBlight,1,train
data/raw\TeaRedScab\red_spider_00331.jpg,TeaRedScab,3,train
data/raw\TeaRedScab\red_spider_00020.jpg,TeaRedScab,3,train
data/raw\Healthy\healthy_00018.jpg,Healthy,0,train
data/raw\TeaRedLeafSpot\Healthy_260.jpg,TeaRedLeafSpot,2,train
data/raw\TeaLeafBlight\Healthy_482.jpg,TeaLeafBlight,1,train
data/raw\Healthy\healthy_00447.jpg,Healthy,0,train
data/raw\TeaRedScab\red_spider_00412.jpg,TeaRedScab,3,train
data/raw\TeaRedScab\red_spider_00194.jpg,TeaRedScab,3,train
data/raw\Healthy\healthy_00279.jpg,Healthy,0,train
data/raw\Healthy\healthy_00087.jpg,Healthy,0,train
data/raw\Healthy\healthy_00707.jpg,Healthy,0,train
data/raw\Healthy\healthy_00501.jpg,Healthy,0,train
data/raw\TeaLeafBlight\Healthy_481.jpg,TeaLeafBlight,1,train
data/raw\Healthy\healthy_00366.jpg,Healthy,0,train
data/raw\TeaLeafBlight\Healthy_475.jpg,TeaLeafBlight,1,train
data/raw\Healthy\healthy_00441.jpg,Healthy,0,train
data/raw\TeaLeafBlight\Healthy_49.jpg,TeaLeafBlight,1,train
data/raw\TeaLeafBlight\Healthy_118.jpg,TeaLeafBlight,1,train
data/raw\TeaLeafBlight\Healthy_467.jpg,TeaLeafBlight,1,train
data/raw\TeaRedScab\red_spider_00277.jpg,TeaRedScab,3,train
data/raw\TeaRedLeafSpot\Healthy_192.jpg,TeaRedLeafSpot,2,train
data/raw\TeaRedScab\red_spider_00325.jpg,TeaRedScab,3,train
data/raw\Healthy\healthy_00839.jpg,Healthy,0,train
data/raw\Healthy\healthy_00498.jpg,Healthy,0,train
data/raw\TeaRedLeafSpot\Healthy_162.jpg,TeaRedLeafSpot,2,train
data/raw\TeaRedLeafSpot\Healthy_127.jpg,TeaRedLeafSpot,2,train
data/raw\Healthy\healthy_00240.jpg,Healthy,0,train
data/raw\TeaLeafBlight\Healthy_384.jpg,TeaLeafBlight,1,train
data/raw\TeaRedLeafSpot\Healthy_365.jpg,TeaRedLeafSpot,2,train
data/raw\TeaLeafBlight\Healthy_479.jpg,TeaLeafBlight,1,train
data/raw\TeaLeafBlight\Healthy_322.jpg,TeaLeafBlight,1,train
data/raw\TeaLeafBlight\Healthy_238.jpg,TeaLeafBlight,1,train
data/raw\TeaRedScab\red_spider_00448.jpg,TeaRedScab,3,train
data/raw\TeaRedScab\red_spider_00237.jpg,TeaRedScab,3,train
data/raw\TeaRedScab\red_spider_00347.jpg,TeaRedScab,3,train
data/raw\Healthy\healthy_00533.jpg,Healthy,0,train
data/raw\Healthy\healthy_00056.jpg,Healthy,0,train
data/raw\TeaRedLeafSpot\Healthy_414.jpg,TeaRedLeafSpot,2,train
data/raw\Healthy\healthy_00621.jpg,Healthy,0,train
data/raw\Healthy\healthy_00125.jpg,Healthy,0,train
data/raw\TeaRedScab\red_spider_00510.jpg,TeaRedScab,3,train
data/raw\Healthy\healthy_00075.jpg,Healthy,0,train
data/raw\Healthy\healthy_00068.jpg,Healthy,0,train
data/raw\TeaRedLeafSpot\Healthy_161.jpg,TeaRedLeafSpot,2,train
data/raw\Healthy\healthy_00323.jpg,Healthy,0,train
data/raw\Healthy\healthy_00335.jpg,Healthy,0,train
data/raw\TeaLeafBlight\Healthy_128.jpg,TeaLeafBlight,1,train
data/raw\TeaLeafBlight\Healthy_315.jpg,TeaLeafBlight,1,train
data/raw\Healthy\healthy_00025.jpg,Healthy,0,train
data/raw\TeaLeafBlight\Healthy_268.jpg,TeaLeafBlight,1,train
data/raw\TeaLeafBlight\Healthy_242.jpg,TeaLeafBlight,1,train
data/raw\Healthy\healthy_00336.jpg,Healthy,0,train
data/raw\Healthy\healthy_00918.jpg,Healthy,0,train
data/raw\TeaRedLeafSpot\Healthy_466.jpg,TeaRedLeafSpot,2,train
data/raw\TeaRedScab\red_spider_00346.jpg,TeaRedScab,3,train
data/raw\TeaRedScab\red_spider_00141.jpg,TeaRedScab,3,train
data/raw\Healthy\healthy_00491.jpg,Healthy,0,train
data/raw\TeaRedLeafSpot\Healthy_356.jpg,TeaRedLeafSpot,2,train
data/raw\TeaLeafBlight\Healthy_46.jpg,TeaLeafBlight,1,train
data/raw\TeaLeafBlight\Healthy_284.jpg,TeaLeafBlight,1,train
data/raw\TeaRedScab\red_spider_00299.jpg,TeaRedScab,3,train
data/raw\TeaRedLeafSpot\Healthy_303.jpg,TeaRedLeafSpot,2,train
data/raw\Healthy\healthy_00342.jpg,Healthy,0,train
data/raw\Healthy\healthy_00078.jpg,Healthy,0,train
data/raw\Healthy\healthy_00417.jpg,Healthy,0,train
data/raw\TeaRedScab\red_spider_00323.jpg,TeaRedScab,3,train
data/raw\TeaRedLeafSpot\Healthy_406.jpg,TeaRedLeafSpot,2,train
data/raw\Healthy\healthy_00607.jpg,Healthy,0,train
data/raw\TeaLeafBlight\Healthy_16.jpg,TeaLeafBlight,1,train
data/raw\TeaLeafBlight\Healthy_257.jpg,TeaLeafBlight,1,train
data/raw\Healthy\healthy_00831.jpg,Healthy,0,train
data/raw\TeaRedScab\red_spider_00187.jpg,TeaRedScab,3,train
data/raw\TeaRedScab\red_spider_00100.jpg,TeaRedScab,3,train
data/raw\Healthy\healthy_00146.jpg,Healthy,0,train
data/raw\TeaRedLeafSpot\Healthy_291.jpg,TeaRedLeafSpot,2,train
data/raw\Healthy\healthy_00576.jpg,Healthy,0,train
data/raw\TeaRedLeafSpot\Healthy_496.jpg,TeaRedLeafSpot,2,train
data/raw\TeaRedScab\red_spider_00212.jpg,TeaRedScab,3,train
data/raw\TeaRedScab\red_spider_00455.jpg,TeaRedScab,3,train
data/raw\TeaRedScab\red_spider_00230.jpg,TeaRedScab,3,train
data/raw\Healthy\healthy_00223.jpg,Healthy,0,train
data/raw\Healthy\healthy_00486.jpg,Healthy,0,train
data/raw\TeaLeafBlight\Healthy_194.jpg,TeaLeafBlight,1,train
data/raw\Healthy\healthy_00183.jpg,Healthy,0,train
data/raw\Healthy\healthy_00132.jpg,Healthy,0,train
data/raw\TeaRedLeafSpot\Healthy_222.jpg,TeaRedLeafSpot,2,train
data/raw\TeaRedLeafSpot\Healthy_51.jpg,TeaRedLeafSpot,2,train
data/raw\TeaRedScab\red_spider_00206.jpg,TeaRedScab,3,train
data/raw\TeaRedScab\red_spider_00029.jpg,TeaRedScab,3,train
data/raw\Healthy\healthy_00295.jpg,Healthy,0,train
data/raw\Healthy\healthy_00329.jpg,Healthy,0,train
data/raw\TeaRedLeafSpot\Healthy_169.jpg,TeaRedLeafSpot,2,train
data/raw\Healthy\healthy_00488.jpg,Healthy,0,train
data/raw\Healthy\healthy_00896.jpg,Healthy,0,train
data/raw\TeaRedLeafSpot\Healthy_254.jpg,TeaRedLeafSpot,2,train
